,subject_id,date,handedness,lang,trial_num,sequence,seq_length,formula,correct_resp,subj_form_resp,accuracy_formula,rt_formula
0,ahs03,2020/11/12 19:39:19,right,en,NA,haircut,3,1+1=0,0,0,1,1.2308692050028185
1,ahs03,2020/11/12 19:39:19,right,en,NA,"haircut, time",3,1+4=5,1,1,1,1.6382748469986836
2,ahs03,2020/11/12 19:39:19,right,en,NA,"haircut, time, mug",3,1+4=6,0,0,1,2.3430917040022905
3,ahs03,2020/11/12 19:39:19,right,en,NA,lizard,3,1+5=6,1,1,1,1.190715911998268
4,ahs03,2020/11/12 19:39:19,right,en,NA,"lizard, dad",3,10-2=8,1,1,1,1.0500915900011023
5,ahs03,2020/11/12 19:39:19,right,en,NA,"lizard, dad, glider",3,10-3=7,1,0,0,1.2318900149984984
6,ahs03,2020/11/12 19:39:19,right,en,NA,couch,3,10-3=8,0,0,1,2.0402472340028908
7,ahs03,2020/11/12 19:39:19,right,en,NA,"couch, trench",3,11-1=10,1,1,1,0.9092334400011168
8,ahs03,2020/11/12 19:39:19,right,en,NA,"couch, trench, atom",3,2+2=4,1,1,1,0.645272458998079
9,ahs03,2020/11/12 19:39:19,right,en,NA,spider,4,2+7=6,0,0,1,2.203894582002249
10,ahs03,2020/11/12 19:39:19,right,en,NA,"spider, mud",4,2+7=9,1,1,1,0.6456372869979532
11,ahs03,2020/11/12 19:39:19,right,en,NA,"spider, mud, head",4,2+8=10,1,1,1,1.5411246820003726
12,ahs03,2020/11/12 19:39:19,right,en,NA,"spider, mud, head, throne",4,20-5=15,1,1,1,0.9009035599992785
13,ahs03,2020/11/12 19:39:19,right,en,NA,queen,4,3-1=2,1,1,1,1.1657541179993132
14,ahs03,2020/11/12 19:39:19,right,en,NA,"queen, flower",4,3+2=5,1,1,1,2.240599522003322
15,ahs03,2020/11/12 19:39:19,right,en,NA,"queen, flower, barber",4,3+6=8,0,0,1,1.2023834690007789
16,ahs03,2020/11/12 19:39:19,right,en,NA,"queen, flower, barber, school",4,3+7=10,1,1,1,0.6200873640009377
17,ahs03,2020/11/12 19:39:19,right,en,NA,book,4,4-3=2,0,0,1,0.3627706799998123
18,ahs03,2020/11/12 19:39:19,right,en,NA,"book, beans",4,4+5=9,1,1,1,1.6495918950022315
19,ahs03,2020/11/12 19:39:19,right,en,NA,"book, beans, chair",4,4+6=10,1,1,1,1.1568805419992714
20,ahs03,2020/11/12 19:39:19,right,en,NA,"book, beans, chair, measure",4,4+7=11,1,1,1,0.35471337400304037
21,ahs03,2020/11/12 19:39:19,right,en,NA,shovel,5,5-1=4,1,1,1,1.046185757000785
22,ahs03,2020/11/12 19:39:19,right,en,NA,"shovel, port",5,5-2=3,1,1,1,1.8834824840014335
23,ahs03,2020/11/12 19:39:19,right,en,NA,"shovel, port, army",5,5+3=8,1,1,1,0.37233671399735613
24,ahs03,2020/11/12 19:39:19,right,en,NA,"shovel, port, army, drill",5,5+3=9,0,0,1,0.5117722329996468
25,ahs03,2020/11/12 19:39:19,right,en,NA,"shovel, port, army, drill, stone",5,5+8=15,0,0,1,3.2272301810007775
26,ahs03,2020/11/12 19:39:19,right,en,NA,puma,5,6-4=2,1,1,1,0.6614312359997712
27,ahs03,2020/11/12 19:39:19,right,en,NA,"puma, lamp",5,6-4=3,0,0,1,1.3581566600005317
28,ahs03,2020/11/12 19:39:19,right,en,NA,"puma, lamp, farm",5,6+3=11,0,0,1,0.912869927000429
29,ahs03,2020/11/12 19:39:19,right,en,NA,"puma, lamp, farm, radar",5,6+3=8,0,0,1,1.0675805550017685
30,ahs03,2020/11/12 19:39:19,right,en,NA,"puma, lamp, farm, radar, jury",5,7-5=4,0,0,1,0.996939314998599
31,ahs03,2020/11/12 19:39:19,right,en,NA,phone,5,7+2=10,0,0,1,1.6685570680019737
32,ahs03,2020/11/12 19:39:19,right,en,NA,"phone, stocking",5,7+3=10,1,1,1,0.6450886579987127
33,ahs03,2020/11/12 19:39:19,right,en,NA,"phone, stocking, toe",5,8-4=4,1,1,1,1.4728975780017208
