,subject_id,date,handedness,lang,trial_num,sequence,seq_length,formula,correct_resp,subj_form_resp,accuracy_formula,rt_formula
0,ihs22,2020/12/01 13:02:34,right,en,NA,haircut,3,1+1=0,0,0,1,1.5833363980000286
1,ihs22,2020/12/01 13:02:34,right,en,NA,"haircut, time",3,1+4=5,1,1,1,1.5188767630002076
2,ihs22,2020/12/01 13:02:34,right,en,NA,"haircut, time, mug",3,1+4=6,0,0,1,3.6942673260000447
3,ihs22,2020/12/01 13:02:34,right,en,NA,lizard,3,1+5=6,1,1,1,1.900933890000033
4,ihs22,2020/12/01 13:02:34,right,en,NA,"lizard, dad",3,10-2=8,1,0,0,3.5886520550002388
5,ihs22,2020/12/01 13:02:34,right,en,NA,"lizard, dad, glider",3,10-3=7,1,1,1,0.9398730289999548
6,ihs22,2020/12/01 13:02:34,right,en,NA,couch,3,10-3=8,0,0,1,3.168427449000319
7,ihs22,2020/12/01 13:02:34,right,en,NA,"couch, trench",3,11-1=10,1,1,1,1.158283436000147
8,ihs22,2020/12/01 13:02:34,right,en,NA,"couch, trench, atom",3,2+2=4,1,1,1,4.243553267000152
9,ihs22,2020/12/01 13:02:34,right,en,NA,spider,4,2+7=6,0,0,1,3.517631788000017
10,ihs22,2020/12/01 13:02:34,right,en,NA,"spider, mud",4,2+7=9,1,1,1,1.4826157420002346
11,ihs22,2020/12/01 13:02:34,right,en,NA,"spider, mud, head",4,2+8=10,1,1,1,1.0589859820001948
12,ihs22,2020/12/01 13:02:34,right,en,NA,"spider, mud, head, throne",4,20-5=15,1,1,1,1.6842552299999625
13,ihs22,2020/12/01 13:02:34,right,en,NA,queen,4,3-1=2,1,1,1,2.8451976919996014
14,ihs22,2020/12/01 13:02:34,right,en,NA,"queen, flower",4,3+2=5,1,1,1,2.148811678000129
15,ihs22,2020/12/01 13:02:34,right,en,NA,"queen, flower, barber",4,3+6=8,0,0,1,1.867196783000054
16,ihs22,2020/12/01 13:02:34,right,en,NA,"queen, flower, barber, school",4,3+7=10,1,1,1,2.4815054529999543
17,ihs22,2020/12/01 13:02:34,right,en,NA,book,4,4-3=2,0,0,1,1.0684391779996076
18,ihs22,2020/12/01 13:02:34,right,en,NA,"book, beans",4,4+5=9,1,1,1,3.751807916999951
19,ihs22,2020/12/01 13:02:34,right,en,NA,"book, beans, chair",4,4+6=10,1,1,1,2.515761180000027
20,ihs22,2020/12/01 13:02:34,right,en,NA,"book, beans, chair, measure",4,4+7=11,1,1,1,1.4430304749998868
21,ihs22,2020/12/01 13:02:34,right,en,NA,shovel,5,5-1=4,1,1,1,2.0502447069998198
22,ihs22,2020/12/01 13:02:34,right,en,NA,"shovel, port",5,5-2=3,1,1,1,2.031351387000086
23,ihs22,2020/12/01 13:02:34,right,en,NA,"shovel, port, army",5,5+3=8,1,1,1,2.225076822999654
24,ihs22,2020/12/01 13:02:34,right,en,NA,"shovel, port, army, drill",5,5+3=9,0,0,1,0.4584489270000631
25,ihs22,2020/12/01 13:02:34,right,en,NA,"shovel, port, army, drill, stone",5,5+8=15,0,0,1,3.583712602000105
26,ihs22,2020/12/01 13:02:34,right,en,NA,puma,5,6-4=2,1,1,1,6.108008972999869
27,ihs22,2020/12/01 13:02:34,right,en,NA,"puma, lamp",5,6-4=3,0,0,1,2.682040663999942
28,ihs22,2020/12/01 13:02:34,right,en,NA,"puma, lamp, farm",5,6+3=11,0,0,1,2.264386513000318
29,ihs22,2020/12/01 13:02:34,right,en,NA,"puma, lamp, farm, radar",5,6+3=8,0,0,1,3.633653258999857
30,ihs22,2020/12/01 13:02:34,right,en,NA,"puma, lamp, farm, radar, jury",5,7-5=4,0,0,1,3.126794974999939
31,ihs22,2020/12/01 13:02:34,right,en,NA,phone,5,7+2=10,0,0,1,1.9619619479999528
32,ihs22,2020/12/01 13:02:34,right,en,NA,"phone, stocking",5,7+3=10,1,1,1,4.288078857000073
33,ihs22,2020/12/01 13:02:34,right,en,NA,"phone, stocking, toe",5,8-4=4,1,1,1,1.7275194949997967
34,ihs22,2020/12/01 13:02:34,right,en,NA,"phone, stocking, toe, pea",5,8-5=2,0,0,1,2.8449946850000742
35,ihs22,2020/12/01 13:02:34,right,en,NA,"phone, stocking, toe, pea, pencil",5,8-6=2,1,1,1,1.264987487000326
36,ihs22,2020/12/01 13:02:34,right,en,NA,soldier,6,8+4=10,0,0,1,1.751779302000159
37,ihs22,2020/12/01 13:02:34,right,en,NA,"soldier, cup",6,9-2=7,1,1,1,0.9039143100003457
38,ihs22,2020/12/01 13:02:34,right,en,NA,"soldier, cup, rain",6,9-2=8,0,0,1,1.7413641490002192
39,ihs22,2020/12/01 13:02:34,right,en,NA,"soldier, cup, rain, food",6,9-3=8,0,0,1,1.337066464000145
40,ihs22,2020/12/01 13:02:34,right,en,NA,"soldier, cup, rain, food, pilot",6,1+1=0,0,0,1,1.65409532700005
41,ihs22,2020/12/01 13:02:34,right,en,NA,"soldier, cup, rain, food, pilot, pond",6,1+4=5,1,1,1,2.569820847000301
42,ihs22,2020/12/01 13:02:34,right,en,NA,font,6,1+4=6,0,0,1,1.3257752580002489
43,ihs22,2020/12/01 13:02:34,right,en,NA,"font, bear",6,1+5=6,1,1,1,1.9934590699999717
44,ihs22,2020/12/01 13:02:34,right,en,NA,"font, bear, bus",6,10-2=8,1,1,1,0.5387333109997599
45,ihs22,2020/12/01 13:02:34,right,en,NA,"font, bear, bus, dollar",6,10-3=7,1,1,1,1.251996543000132
46,ihs22,2020/12/01 13:02:34,right,en,NA,"font, bear, bus, dollar, payment",6,10-3=8,0,0,1,3.3458188179997705
47,ihs22,2020/12/01 13:02:34,right,en,NA,"font, bear, bus, dollar, payment, beef",6,11-1=10,1,1,1,0.9248736399999871
48,ihs22,2020/12/01 13:02:34,right,en,NA,sun,6,2+2=4,1,1,1,0.34362019599984706
49,ihs22,2020/12/01 13:02:34,right,en,NA,"sun, toy",6,2+7=6,0,0,1,1.0377234590000626
50,ihs22,2020/12/01 13:02:34,right,en,NA,"sun, toy, dog",6,2+7=9,1,1,1,2.3073142230000485
51,ihs22,2020/12/01 13:02:34,right,en,NA,"sun, toy, dog, table",6,2+8=10,1,1,1,1.3050951639997947
52,ihs22,2020/12/01 13:02:34,right,en,NA,"sun, toy, dog, table, eye",6,20-5=15,1,1,1,0.9062932339998042
53,ihs22,2020/12/01 13:02:34,right,en,NA,"sun, toy, dog, table, eye, bowling",6,3-1=2,1,1,1,1.286720798999795
