,subject_id,date,handedness,lang,trial_num,sequence,seq_length,formula,correct_resp,subj_form_resp,accuracy_formula,rt_formula
0,ahs11,2020/11/21 15:26:08,right,en,NA,haircut,3,1+1=0,0,0,1,1.5446673149999697
1,ahs11,2020/11/21 15:26:08,right,en,NA,"haircut, time",3,1+4=5,1,1,1,1.411677698000858
2,ahs11,2020/11/21 15:26:08,right,en,NA,"haircut, time, mug",3,1+4=6,0,0,1,1.1414345849989331
3,ahs11,2020/11/21 15:26:08,right,en,NA,lizard,3,1+5=6,1,1,1,0.7508662859981996
4,ahs11,2020/11/21 15:26:08,right,en,NA,"lizard, dad",3,10-2=8,1,1,1,1.0538282310008071
5,ahs11,2020/11/21 15:26:08,right,en,NA,"lizard, dad, glider",3,10-3=7,1,1,1,0.9861317519971635
6,ahs11,2020/11/21 15:26:08,right,en,NA,couch,3,10-3=8,0,0,1,1.2943774059967836
7,ahs11,2020/11/21 15:26:08,right,en,NA,"couch, trench",3,11-1=10,1,1,1,1.1839991969973198
8,ahs11,2020/11/21 15:26:08,right,en,NA,"couch, trench, atom",3,2+2=4,1,1,1,0.8679903590018512
9,ahs11,2020/11/21 15:26:08,right,en,NA,spider,4,2+7=6,0,0,1,1.3685544849940925
10,ahs11,2020/11/21 15:26:08,right,en,NA,"spider, mud",4,2+7=9,1,1,1,0.9797248469985789
11,ahs11,2020/11/21 15:26:08,right,en,NA,"spider, mud, head",4,2+8=10,1,1,1,0.8230165200002375
12,ahs11,2020/11/21 15:26:08,right,en,NA,"spider, mud, head, throne",4,20-5=15,1,1,1,1.3152565700002015
13,ahs11,2020/11/21 15:26:08,right,en,NA,queen,4,3-1=2,1,1,1,0.9271061910039862
14,ahs11,2020/11/21 15:26:08,right,en,NA,"queen, flower",4,3+2=5,1,1,1,0.6607774930016603
15,ahs11,2020/11/21 15:26:08,right,en,NA,"queen, flower, barber",4,3+6=8,0,0,1,0.8622854679997545
16,ahs11,2020/11/21 15:26:08,right,en,NA,"queen, flower, barber, school",4,3+7=10,1,0,0,0.5736515800017514
17,ahs11,2020/11/21 15:26:08,right,en,NA,book,4,4-3=2,0,0,1,0.735746274003759
18,ahs11,2020/11/21 15:26:08,right,en,NA,"book, beans",4,4+5=9,1,1,1,1.327858684999228
19,ahs11,2020/11/21 15:26:08,right,en,NA,"book, beans, chair",4,4+6=10,1,1,1,1.9912581499957014
20,ahs11,2020/11/21 15:26:08,right,en,NA,"book, beans, chair, measure",4,4+7=11,1,1,1,2.9067075560014928
21,ahs11,2020/11/21 15:26:08,right,en,NA,shovel,5,5-1=4,1,1,1,1.0472177659976296
22,ahs11,2020/11/21 15:26:08,right,en,NA,"shovel, port",5,5-2=3,1,1,1,1.7008289509976748
23,ahs11,2020/11/21 15:26:08,right,en,NA,"shovel, port, army",5,5+3=8,1,1,1,0.5724811729960493
24,ahs11,2020/11/21 15:26:08,right,en,NA,"shovel, port, army, drill",5,5+3=9,0,0,1,0.5685882839970873
25,ahs11,2020/11/21 15:26:08,right,en,NA,"shovel, port, army, drill, stone",5,5+8=15,0,0,1,1.6866530970000895
26,ahs11,2020/11/21 15:26:08,right,en,NA,puma,5,6-4=2,1,1,1,0.7090650380050647
27,ahs11,2020/11/21 15:26:08,right,en,NA,"puma, lamp",5,6-4=3,0,0,1,6.228868483995029
28,ahs11,2020/11/21 15:26:08,right,en,NA,"puma, lamp, farm",5,6+3=11,0,0,1,1.6188977640049416
29,ahs11,2020/11/21 15:26:08,right,en,NA,"puma, lamp, farm, radar",5,6+3=8,0,0,1,0.878676632004499
30,ahs11,2020/11/21 15:26:08,right,en,NA,"puma, lamp, farm, radar, jury",5,7-5=4,0,0,1,0.6899851399939507
31,ahs11,2020/11/21 15:26:08,right,en,NA,phone,5,7+2=10,0,0,1,1.6940472369969939
32,ahs11,2020/11/21 15:26:08,right,en,NA,"phone, stocking",5,7+3=10,1,0,0,0.7339636540054926
33,ahs11,2020/11/21 15:26:08,right,en,NA,"phone, stocking, toe",5,8-4=4,1,1,1,1.8861540910002077
34,ahs11,2020/11/21 15:26:08,right,en,NA,"phone, stocking, toe, pea",5,8-5=2,0,0,1,1.4946679999993648
35,ahs11,2020/11/21 15:26:08,right,en,NA,"phone, stocking, toe, pea, pencil",5,8-6=2,1,1,1,3.9701253429957433
36,ahs11,2020/11/21 15:26:08,right,en,NA,soldier,6,8+4=10,0,0,1,1.1934941579966107
37,ahs11,2020/11/21 15:26:08,right,en,NA,"soldier, cup",6,9-2=7,1,1,1,4.162276896997355
38,ahs11,2020/11/21 15:26:08,right,en,NA,"soldier, cup, rain",6,9-2=8,0,0,1,1.0987649189992226
39,ahs11,2020/11/21 15:26:08,right,en,NA,"soldier, cup, rain, food",6,9-3=8,0,0,1,0.9946572310000192
40,ahs11,2020/11/21 15:26:08,right,en,NA,"soldier, cup, rain, food, pilot",6,1+1=0,0,0,1,0.9916528029934852
41,ahs11,2020/11/21 15:26:08,right,en,NA,"soldier, cup, rain, food, pilot, pond",6,1+4=5,1,1,1,0.8204996260028565
42,ahs11,2020/11/21 15:26:08,right,en,NA,font,6,1+4=6,0,0,1,0.660944932998973
43,ahs11,2020/11/21 15:26:08,right,en,NA,"font, bear",6,1+5=6,1,1,1,0.827574390998052
44,ahs11,2020/11/21 15:26:08,right,en,NA,"font, bear, bus",6,10-2=8,1,1,1,0.835941779994755
45,ahs11,2020/11/21 15:26:08,right,en,NA,"font, bear, bus, dollar",6,10-3=7,1,1,1,1.4086979259955115
46,ahs11,2020/11/21 15:26:08,right,en,NA,"font, bear, bus, dollar, payment",6,10-3=8,0,0,1,0.7114481909957249
47,ahs11,2020/11/21 15:26:08,right,en,NA,"font, bear, bus, dollar, payment, beef",6,11-1=10,1,1,1,0.7480170679991716
48,ahs11,2020/11/21 15:26:08,right,en,NA,sun,6,2+2=4,1,1,1,0.8539327090038569
49,ahs11,2020/11/21 15:26:08,right,en,NA,"sun, toy",6,2+7=6,0,0,1,0.8613756310005556
50,ahs11,2020/11/21 15:26:08,right,en,NA,"sun, toy, dog",6,2+7=9,1,1,1,0.7867245309971622
51,ahs11,2020/11/21 15:26:08,right,en,NA,"sun, toy, dog, table",6,2+8=10,1,1,1,1.1986277360047097
52,ahs11,2020/11/21 15:26:08,right,en,NA,"sun, toy, dog, table, eye",6,20-5=15,1,0,0,7.749995423000655
53,ahs11,2020/11/21 15:26:08,right,en,NA,"sun, toy, dog, table, eye, bowling",6,3-1=2,1,1,1,0.7131881469977088
