,subject_id,date,handedness,lang,trial_num,sequence,seq_length,formula,correct_resp,subj_form_resp,accuracy_formula,rt_formula
0,ahs24,2020/12/06 12:54:25,right,en,NA,haircut,3,1+1=0,0,0,1,0.904068002999793
1,ahs24,2020/12/06 12:54:25,right,en,NA,"haircut, time",3,1+4=5,1,1,1,2.1296714830000383
2,ahs24,2020/12/06 12:54:25,right,en,NA,"haircut, time, mug",3,1+4=6,0,0,1,0.7763536160000513
3,ahs24,2020/12/06 12:54:25,right,en,NA,lizard,3,1+5=6,1,1,1,1.9626313939998
4,ahs24,2020/12/06 12:54:25,right,en,NA,"lizard, dad",3,10-2=8,1,1,1,0.9121589470000799
5,ahs24,2020/12/06 12:54:25,right,en,NA,"lizard, dad, glider",3,10-3=7,1,1,1,0.8039750339999046
6,ahs24,2020/12/06 12:54:25,right,en,NA,couch,3,10-3=8,0,0,1,1.9104551129998981
7,ahs24,2020/12/06 12:54:25,right,en,NA,"couch, trench",3,11-1=10,1,1,1,2.111692812000001
8,ahs24,2020/12/06 12:54:25,right,en,NA,"couch, trench, atom",3,2+2=4,1,1,1,0.9343371840000145
9,ahs24,2020/12/06 12:54:25,right,en,NA,spider,4,2+7=6,0,0,1,1.01129481199996
10,ahs24,2020/12/06 12:54:25,right,en,NA,"spider, mud",4,2+7=9,1,1,1,2.5551421899999696
11,ahs24,2020/12/06 12:54:25,right,en,NA,"spider, mud, head",4,2+8=10,1,1,1,1.6577441270001145
12,ahs24,2020/12/06 12:54:25,right,en,NA,"spider, mud, head, throne",4,20-5=15,1,1,1,2.6834756680000282
13,ahs24,2020/12/06 12:54:25,right,en,NA,queen,4,3-1=2,1,1,1,1.0461124160001418
14,ahs24,2020/12/06 12:54:25,right,en,NA,"queen, flower",4,3+2=5,1,1,1,0.4615655769998739
15,ahs24,2020/12/06 12:54:25,right,en,NA,"queen, flower, barber",4,3+6=8,0,0,1,2.040527607000058
16,ahs24,2020/12/06 12:54:25,right,en,NA,"queen, flower, barber, school",4,3+7=10,1,1,1,1.1607748350002112
17,ahs24,2020/12/06 12:54:25,right,en,NA,book,4,4-3=2,0,0,1,1.665042798000286
18,ahs24,2020/12/06 12:54:25,right,en,NA,"book, beans",4,4+5=9,1,1,1,1.592209400000229
19,ahs24,2020/12/06 12:54:25,right,en,NA,"book, beans, chair",4,4+6=10,1,1,1,1.2111573719998887
20,ahs24,2020/12/06 12:54:25,right,en,NA,"book, beans, chair, measure",4,4+7=11,1,1,1,2.2141825899998366
21,ahs24,2020/12/06 12:54:25,right,en,NA,shovel,5,5-1=4,1,1,1,1.8204802990003373
