,subject_id,date,handedness,lang,trial_num,sequence,seq_length,formula,correct_resp,subj_form_resp,accuracy_formula,rt_formula
0,us04,2019/12/12 10:10:17,right,en,NA,haircut,3,1+1=0,0,0,1,1.0946185339707881
1,us04,2019/12/12 10:10:17,right,en,NA,"haircut, time",3,1+4=5,1,1,1,0.8009912669658661
2,us04,2019/12/12 10:10:17,right,en,NA,"haircut, time, mug",3,1+4=6,0,0,1,0.6983791019301862
3,us04,2019/12/12 10:10:17,right,en,NA,lizard,3,1+5=6,1,1,1,0.4880897169932723
4,us04,2019/12/12 10:10:17,right,en,NA,"lizard, dad",3,10-2=8,1,1,1,0.9479552080156282
5,us04,2019/12/12 10:10:17,right,en,NA,"lizard, dad, glider",3,10-3=7,1,1,1,1.0889930629637092
6,us04,2019/12/12 10:10:17,right,en,NA,couch,3,10-3=8,0,0,1,0.8939596599666402
7,us04,2019/12/12 10:10:17,right,en,NA,"couch, trench",3,11-1=10,1,1,1,1.0651070571038872
8,us04,2019/12/12 10:10:17,right,en,NA,"couch, trench, atom",3,2+2=4,1,1,1,2.3858651970513165
9,us04,2019/12/12 10:10:17,right,en,NA,spider,4,2+7=6,0,0,1,0.7937170820077881
10,us04,2019/12/12 10:10:17,right,en,NA,"spider, mud",4,2+7=9,1,1,1,0.5193640819052234
11,us04,2019/12/12 10:10:17,right,en,NA,"spider, mud, head",4,2+8=10,1,1,1,1.3190784699982032
12,us04,2019/12/12 10:10:17,right,en,NA,"spider, mud, head, throne",4,20-5=15,1,1,1,0.9657945879735053
13,us04,2019/12/12 10:10:17,right,en,NA,queen,4,3-1=2,1,1,1,1.272795578930527
14,us04,2019/12/12 10:10:17,right,en,NA,"queen, flower",4,3+2=5,1,1,1,0.37678825808689
15,us04,2019/12/12 10:10:17,right,en,NA,"queen, flower, barber",4,3+6=8,0,0,1,0.7273829058976844
16,us04,2019/12/12 10:10:17,right,en,NA,"queen, flower, barber, school",4,3+7=10,1,1,1,0.3078445779392496
17,us04,2019/12/12 10:10:17,right,en,NA,book,4,4-3=2,0,0,1,1.0587040199898183
18,us04,2019/12/12 10:10:17,right,en,NA,"book, beans",4,4+5=9,1,1,1,1.4859472300158814
19,us04,2019/12/12 10:10:17,right,en,NA,"book, beans, chair",4,4+6=10,1,1,1,1.268310721963644
20,us04,2019/12/12 10:10:17,right,en,NA,"book, beans, chair, measure",4,4+7=11,1,1,1,1.0128187579102814
21,us04,2019/12/12 10:10:17,right,en,NA,shovel,5,5-1=4,1,1,1,0.7756506389705464
22,us04,2019/12/12 10:10:17,right,en,NA,"shovel, port",5,5-2=3,1,1,1,1.5897828929591924
23,us04,2019/12/12 10:10:17,right,en,NA,"shovel, port, army",5,5+3=8,1,1,1,0.635629456024617
24,us04,2019/12/12 10:10:17,right,en,NA,"shovel, port, army, drill",5,5+3=9,0,0,1,0.11635281902272254
25,us04,2019/12/12 10:10:17,right,en,NA,"shovel, port, army, drill, stone",5,5+8=15,0,0,1,1.182967038010247
26,us04,2019/12/12 10:10:17,right,en,NA,puma,5,6-4=2,1,1,1,0.6476330029545352
27,us04,2019/12/12 10:10:17,right,en,NA,"puma, lamp",5,6-4=3,0,0,1,2.168458846048452
28,us04,2019/12/12 10:10:17,right,en,NA,"puma, lamp, farm",5,6+3=11,0,0,1,0.8298988080350682
29,us04,2019/12/12 10:10:17,right,en,NA,"puma, lamp, farm, radar",5,6+3=8,0,0,1,0.8832860880065709
30,us04,2019/12/12 10:10:17,right,en,NA,"puma, lamp, farm, radar, jury",5,7-5=4,0,0,1,1.1962388119427487
31,us04,2019/12/12 10:10:17,right,en,NA,phone,5,7+2=10,0,0,1,1.1907388520194218
32,us04,2019/12/12 10:10:17,right,en,NA,"phone, stocking",5,7+3=10,1,1,1,0.7106314889388159
33,us04,2019/12/12 10:10:17,right,en,NA,"phone, stocking, toe",5,8-4=4,1,1,1,1.4913592430530116
34,us04,2019/12/12 10:10:17,right,en,NA,"phone, stocking, toe, pea",5,8-5=2,0,0,1,2.3250763659598306
