,subject_id,date,handedness,lang,trial_num,sequence,seq_length,formula,correct_resp,subj_form_resp,accuracy_formula,rt_formula
0,ae01,2020/01/22 12:14:13,right,en,NA,haircut,3,1+1=0,0,0,1,0.9723013759999048
1,ae01,2020/01/22 12:14:13,right,en,NA,"haircut, time",3,1+4=5,1,1,1,0.6729108280001128
2,ae01,2020/01/22 12:14:13,right,en,NA,"haircut, time, mug",3,1+4=6,0,0,1,0.5569404580000992
3,ae01,2020/01/22 12:14:13,right,en,NA,lizard,3,1+5=6,1,1,1,0.6000829629997497
4,ae01,2020/01/22 12:14:13,right,en,NA,"lizard, dad",3,10-2=8,1,1,1,0.6629149949999373
5,ae01,2020/01/22 12:14:13,right,en,NA,"lizard, dad, glider",3,10-3=7,1,1,1,1.2098235809999096
6,ae01,2020/01/22 12:14:13,right,en,NA,couch,3,10-3=8,0,0,1,0.8625839649998852
7,ae01,2020/01/22 12:14:13,right,en,NA,"couch, trench",3,11-1=10,1,1,1,0.7999321830002373
8,ae01,2020/01/22 12:14:13,right,en,NA,"couch, trench, atom",3,2+2=4,1,1,1,2.349616986000001
9,ae01,2020/01/22 12:14:13,right,en,NA,spider,4,2+7=6,0,0,1,0.5320075950003229
10,ae01,2020/01/22 12:14:13,right,en,NA,"spider, mud",4,2+7=9,1,1,1,0.45453764800004137
11,ae01,2020/01/22 12:14:13,right,en,NA,"spider, mud, head",4,2+8=10,1,1,1,0.9118443460001799
12,ae01,2020/01/22 12:14:13,right,en,NA,"spider, mud, head, throne",4,20-5=15,1,1,1,0.5230319910001526
13,ae01,2020/01/22 12:14:13,right,en,NA,queen,4,3-1=2,1,1,1,0.6361925530000008
14,ae01,2020/01/22 12:14:13,right,en,NA,"queen, flower",4,3+2=5,1,1,1,0.8775740440000845
15,ae01,2020/01/22 12:14:13,right,en,NA,"queen, flower, barber",4,3+6=8,0,0,1,0.8527889740003047
16,ae01,2020/01/22 12:14:13,right,en,NA,"queen, flower, barber, school",4,3+7=10,1,1,1,0.48982965000004697
17,ae01,2020/01/22 12:14:13,right,en,NA,book,4,4-3=2,0,0,1,0.6228128939997077
18,ae01,2020/01/22 12:14:13,right,en,NA,"book, beans",4,4+5=9,1,1,1,1.1375509260001309
19,ae01,2020/01/22 12:14:13,right,en,NA,"book, beans, chair",4,4+6=10,1,1,1,0.9720606979999502
20,ae01,2020/01/22 12:14:13,right,en,NA,"book, beans, chair, measure",4,4+7=11,1,1,1,0.3965093350002462
21,ae01,2020/01/22 12:14:13,right,en,NA,shovel,5,5-1=4,1,1,1,0.7543199530000493
