,subject_id,date,handedness,lang,trial_num,sequence,seq_length,formula,correct_resp,subj_form_resp,accuracy_formula,rt_formula
0,mo05,2019/12/30 18:29:22,right,es,NA,haircut,3,1+1=0,0,0,1,0.6459658620005939
1,mo05,2019/12/30 18:29:22,right,es,NA,"haircut, time",3,1+4=5,1,1,1,0.6853885870004888
2,mo05,2019/12/30 18:29:22,right,es,NA,"haircut, time, mug",3,1+4=6,0,0,1,1.9127890210002079
3,mo05,2019/12/30 18:29:22,right,es,NA,lizard,3,1+5=6,1,1,1,0.43020672900092904
4,mo05,2019/12/30 18:29:22,right,es,NA,"lizard, dad",3,10-2=8,1,0,0,0.6876590360006958
5,mo05,2019/12/30 18:29:22,right,es,NA,"lizard, dad, glider",3,10-3=7,1,1,1,4.09095554400119
6,mo05,2019/12/30 18:29:22,right,es,NA,couch,3,10-3=8,0,0,1,1.8570345299995097
7,mo05,2019/12/30 18:29:22,right,es,NA,"couch, trench",3,11-1=10,1,1,1,0.6973970500002906
8,mo05,2019/12/30 18:29:22,right,es,NA,"couch, trench, atom",3,2+2=4,1,1,1,0.5170200259999547
9,mo05,2019/12/30 18:29:22,right,es,NA,spider,4,2+7=6,0,0,1,0.8964747520003584
10,mo05,2019/12/30 18:29:22,right,es,NA,"spider, mud",4,2+7=9,1,1,1,0.397971996000706
11,mo05,2019/12/30 18:29:22,right,es,NA,"spider, mud, head",4,2+8=10,1,1,1,0.6346727560012368
12,mo05,2019/12/30 18:29:22,right,es,NA,"spider, mud, head, throne",4,20-5=15,1,1,1,3.5377076849981677
13,mo05,2019/12/30 18:29:22,right,es,NA,queen,4,3-1=2,1,1,1,0.6737386480017449
14,mo05,2019/12/30 18:29:22,right,es,NA,"queen, flower",4,3+2=5,1,1,1,0.9717996489998768
15,mo05,2019/12/30 18:29:22,right,es,NA,"queen, flower, barber",4,3+6=8,0,0,1,0.9761742789996788
16,mo05,2019/12/30 18:29:22,right,es,NA,"queen, flower, barber, school",4,3+7=10,1,1,1,1.7465532599999278
17,mo05,2019/12/30 18:29:22,right,es,NA,book,4,4-3=2,0,0,1,1.0230781840000418
18,mo05,2019/12/30 18:29:22,right,es,NA,"book, beans",4,4+5=9,1,1,1,1.0627846239985956
19,mo05,2019/12/30 18:29:22,right,es,NA,"book, beans, chair",4,4+6=10,1,1,1,2.7263726250021136
