,subject_id,date,handedness,lang,trial_num,sequence,seq_length,formula,correct_resp,subj_form_resp,accuracy_formula,rt_formula
0,ahs10,2020/11/24 18:24:13,right,es,NA,haircut,3,1+1=0,0,0,1,2.145468114002142
1,ahs10,2020/11/24 18:24:13,right,es,NA,"haircut, time",3,1+4=5,1,1,1,1.91154555400135
2,ahs10,2020/11/24 18:24:13,right,es,NA,"haircut, time, mug",3,1+4=6,0,0,1,2.1002250110032037
3,ahs10,2020/11/24 18:24:13,right,es,NA,lizard,3,1+5=6,1,1,1,1.792592343990691
4,ahs10,2020/11/24 18:24:13,right,es,NA,"lizard, dad",3,10-2=8,1,1,1,2.2383509799983585
5,ahs10,2020/11/24 18:24:13,right,es,NA,"lizard, dad, glider",3,10-3=7,1,1,1,2.520379754991154
6,ahs10,2020/11/24 18:24:13,right,es,NA,couch,3,10-3=8,0,0,1,4.12849768299202
7,ahs10,2020/11/24 18:24:13,right,es,NA,"couch, trench",3,11-1=10,1,1,1,2.0438233419990866
8,ahs10,2020/11/24 18:24:13,right,es,NA,"couch, trench, atom",3,2+2=4,1,1,1,2.199552790989401
9,ahs10,2020/11/24 18:24:13,right,es,NA,spider,4,2+7=6,0,0,1,3.6517414809932234
10,ahs10,2020/11/24 18:24:13,right,es,NA,"spider, mud",4,2+7=9,1,1,1,3.1154339910135604
11,ahs10,2020/11/24 18:24:13,right,es,NA,"spider, mud, head",4,2+8=10,1,1,1,5.3858205400028965
12,ahs10,2020/11/24 18:24:13,right,es,NA,"spider, mud, head, throne",4,20-5=15,1,1,1,1.7889305720018456
13,ahs10,2020/11/24 18:24:13,right,es,NA,queen,4,3-1=2,1,1,1,2.5965451009979006
14,ahs10,2020/11/24 18:24:13,right,es,NA,"queen, flower",4,3+2=5,1,1,1,1.7865557429904584
15,ahs10,2020/11/24 18:24:13,right,es,NA,"queen, flower, barber",4,3+6=8,0,0,1,5.862825464006164
16,ahs10,2020/11/24 18:24:13,right,es,NA,"queen, flower, barber, school",4,3+7=10,1,1,1,4.588646523989155
17,ahs10,2020/11/24 18:24:13,right,es,NA,book,4,4-3=2,0,0,1,4.623703844001284
18,ahs10,2020/11/24 18:24:13,right,es,NA,"book, beans",4,4+5=9,1,0,0,1.7833023040002445
19,ahs10,2020/11/24 18:24:13,right,es,NA,"book, beans, chair",4,4+6=10,1,1,1,3.8409344009996857
20,ahs10,2020/11/24 18:24:13,right,es,NA,"book, beans, chair, measure",4,4+7=11,1,1,1,3.6146713130001444
21,ahs10,2020/11/24 18:24:13,right,es,NA,shovel,5,5-1=4,1,1,1,1.267962018988328
22,ahs10,2020/11/24 18:24:13,right,es,NA,"shovel, port",5,5-2=3,1,1,1,1.5554392869962612
23,ahs10,2020/11/24 18:24:13,right,es,NA,"shovel, port, army",5,5+3=8,1,1,1,5.141488912995555
24,ahs10,2020/11/24 18:24:13,right,es,NA,"shovel, port, army, drill",5,5+3=9,0,0,1,1.4279813210014254
25,ahs10,2020/11/24 18:24:13,right,es,NA,"shovel, port, army, drill, stone",5,5+8=15,0,1,0,3.7634129990037763
26,ahs10,2020/11/24 18:24:13,right,es,NA,puma,5,6-4=2,1,0,0,7.3083608689921675
27,ahs10,2020/11/24 18:24:13,right,es,NA,"puma, lamp",5,6-4=3,0,0,1,3.189378964001662
28,ahs10,2020/11/24 18:24:13,right,es,NA,"puma, lamp, farm",5,6+3=11,0,0,1,2.1884703599935165
29,ahs10,2020/11/24 18:24:13,right,es,NA,"puma, lamp, farm, radar",5,6+3=8,0,0,1,3.206202811008552
