,subject_id,date,handedness,lang,trial_num,sequence,seq_length,formula,correct_resp,subj_form_resp,accuracy_formula,rt_formula
0,ahs16,2020/11/20 11:34:44,right,es,NA,haircut,3,1+1=0,0,0,1,1.0665027540017036
1,ahs16,2020/11/20 11:34:44,right,es,NA,"haircut, time",3,1+4=5,1,1,1,0.8997514580005372
2,ahs16,2020/11/20 11:34:44,right,es,NA,"haircut, time, mug",3,1+4=6,0,0,1,0.7664860040003987
3,ahs16,2020/11/20 11:34:44,right,es,NA,lizard,3,1+5=6,1,1,1,0.6944984370002203
4,ahs16,2020/11/20 11:34:44,right,es,NA,"lizard, dad",3,10-2=8,1,1,1,0.573923071999161
5,ahs16,2020/11/20 11:34:44,right,es,NA,"lizard, dad, glider",3,10-3=7,1,1,1,0.7626166660011222
6,ahs16,2020/11/20 11:34:44,right,es,NA,couch,3,10-3=8,0,0,1,0.603934921000473
7,ahs16,2020/11/20 11:34:44,right,es,NA,"couch, trench",3,11-1=10,1,1,1,0.44494061800105555
8,ahs16,2020/11/20 11:34:44,right,es,NA,"couch, trench, atom",3,2+2=4,1,1,1,0.635508409999602
9,ahs16,2020/11/20 11:34:44,right,es,NA,spider,4,2+7=6,0,0,1,3.12910525100051
10,ahs16,2020/11/20 11:34:44,right,es,NA,"spider, mud",4,2+7=9,1,1,1,0.5890866080007982
11,ahs16,2020/11/20 11:34:44,right,es,NA,"spider, mud, head",4,2+8=10,1,1,1,1.249533745000008
12,ahs16,2020/11/20 11:34:44,right,es,NA,"spider, mud, head, throne",4,20-5=15,1,1,1,0.7143312919997697
13,ahs16,2020/11/20 11:34:44,right,es,NA,queen,4,3-1=2,1,1,1,0.5357257900013792
14,ahs16,2020/11/20 11:34:44,right,es,NA,"queen, flower",4,3+2=5,1,1,1,0.7182910089995858
15,ahs16,2020/11/20 11:34:44,right,es,NA,"queen, flower, barber",4,3+6=8,0,0,1,0.6782895300002565
16,ahs16,2020/11/20 11:34:44,right,es,NA,"queen, flower, barber, school",4,3+7=10,1,1,1,0.4774175660004403
17,ahs16,2020/11/20 11:34:44,right,es,NA,book,4,4-3=2,0,0,1,0.40683044499928656
18,ahs16,2020/11/20 11:34:44,right,es,NA,"book, beans",4,4+5=9,1,1,1,0.942386656999588
19,ahs16,2020/11/20 11:34:44,right,es,NA,"book, beans, chair",4,4+6=10,1,1,1,0.45185412600039854
20,ahs16,2020/11/20 11:34:44,right,es,NA,"book, beans, chair, measure",4,4+7=11,1,0,0,1.7939364450012363
21,ahs16,2020/11/20 11:34:44,right,es,NA,shovel,5,5-1=4,1,1,1,0.8900810909999564
22,ahs16,2020/11/20 11:34:44,right,es,NA,"shovel, port",5,5-2=3,1,1,1,0.9854723410007864
23,ahs16,2020/11/20 11:34:44,right,es,NA,"shovel, port, army",5,5+3=8,1,1,1,0.6331870969988813
24,ahs16,2020/11/20 11:34:44,right,es,NA,"shovel, port, army, drill",5,5+3=9,0,0,1,0.8998253910012863
25,ahs16,2020/11/20 11:34:44,right,es,NA,"shovel, port, army, drill, stone",5,5+8=15,0,0,1,1.8988576349984214
26,ahs16,2020/11/20 11:34:44,right,es,NA,puma,5,6-4=2,1,1,1,0.34667559700028505
27,ahs16,2020/11/20 11:34:44,right,es,NA,"puma, lamp",5,6-4=3,0,0,1,0.6909538289983175
28,ahs16,2020/11/20 11:34:44,right,es,NA,"puma, lamp, farm",5,6+3=11,0,0,1,1.7675180789992737
29,ahs16,2020/11/20 11:34:44,right,es,NA,"puma, lamp, farm, radar",5,6+3=8,0,0,1,1.1470406770022237
30,ahs16,2020/11/20 11:34:44,right,es,NA,"puma, lamp, farm, radar, jury",5,7-5=4,0,0,1,1.9039608359998965
31,ahs16,2020/11/20 11:34:44,right,es,NA,phone,5,7+2=10,0,0,1,0.8926264570000058
32,ahs16,2020/11/20 11:34:44,right,es,NA,"phone, stocking",5,7+3=10,1,1,1,0.6079754020029213
33,ahs16,2020/11/20 11:34:44,right,es,NA,"phone, stocking, toe",5,8-4=4,1,1,1,0.5182501070012222
34,ahs16,2020/11/20 11:34:44,right,es,NA,"phone, stocking, toe, pea",5,8-5=2,0,0,1,0.6458402919997752
35,ahs16,2020/11/20 11:34:44,right,es,NA,"phone, stocking, toe, pea, pencil",5,8-6=2,1,1,1,0.226706187997479
36,ahs16,2020/11/20 11:34:44,right,es,NA,soldier,6,8+4=10,0,0,1,0.7987642869993579
37,ahs16,2020/11/20 11:34:44,right,es,NA,"soldier, cup",6,9-2=7,1,1,1,0.693831915003102
38,ahs16,2020/11/20 11:34:44,right,es,NA,"soldier, cup, rain",6,9-2=8,0,0,1,0.5306642830000783
39,ahs16,2020/11/20 11:34:44,right,es,NA,"soldier, cup, rain, food",6,9-3=8,0,0,1,0.7729894380026963
40,ahs16,2020/11/20 11:34:44,right,es,NA,"soldier, cup, rain, food, pilot",6,1+1=0,0,0,1,0.7839506660020561
41,ahs16,2020/11/20 11:34:44,right,es,NA,"soldier, cup, rain, food, pilot, pond",6,1+4=5,1,1,1,1.447760800998367
42,ahs16,2020/11/20 11:34:44,right,es,NA,font,6,1+4=6,0,0,1,1.3277758079966588
43,ahs16,2020/11/20 11:34:44,right,es,NA,"font, bear",6,1+5=6,1,1,1,0.7228063900001871
44,ahs16,2020/11/20 11:34:44,right,es,NA,"font, bear, bus",6,10-2=8,1,1,1,0.9193372199988517
45,ahs16,2020/11/20 11:34:44,right,es,NA,"font, bear, bus, dollar",6,10-3=7,1,1,1,0.7390588840025885
46,ahs16,2020/11/20 11:34:44,right,es,NA,"font, bear, bus, dollar, payment",6,10-3=8,0,0,1,0.39879644100074074
47,ahs16,2020/11/20 11:34:44,right,es,NA,"font, bear, bus, dollar, payment, beef",6,11-1=10,1,1,1,0.4514893870000378
48,ahs16,2020/11/20 11:34:44,right,es,NA,sun,6,2+2=4,1,1,1,0.5835972640015825
49,ahs16,2020/11/20 11:34:44,right,es,NA,"sun, toy",6,2+7=6,0,0,1,1.4927933819999453
50,ahs16,2020/11/20 11:34:44,right,es,NA,"sun, toy, dog",6,2+7=9,1,1,1,1.7192757619995973
51,ahs16,2020/11/20 11:34:44,right,es,NA,"sun, toy, dog, table",6,2+8=10,1,1,1,0.42712736800240236
52,ahs16,2020/11/20 11:34:44,right,es,NA,"sun, toy, dog, table, eye",6,20-5=15,1,1,1,0.7345045430010941
53,ahs16,2020/11/20 11:34:44,right,es,NA,"sun, toy, dog, table, eye, bowling",6,3-1=2,1,1,1,0.5671577819994127
